Task,Assigned_Fleet,Origin,Destination,Leg_Count,Expected_Load(%),Revenue,Cost,Profit,Shadow_Price_Summary,Product_Count,Recommendation_Tag,Recommendation_Reason
super_AA0244,F16C0Y165,TFB,NFY,2,100.0,46895.32,27918.8,18976.52,avg=5.22; max=6.37; positive_legs=2,54,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0862,F16C0Y165,PHH,QEY,1,100.0,43730.12,24774.1,18956.02,avg=11.35; max=11.35; positive_legs=1,64,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0549,F16C0Y165,QTQ,TFB,1,100.0,31771.5,13039.0,18732.5,avg=6.59; max=6.59; positive_legs=1,24,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
super_AA0307,F16C0Y165,TGP,TGP,2,94.36,34862.35,16720.6,18141.75,avg=2.30; max=4.18; positive_legs=2,51,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0251,F16C0Y165,TKE,MBY,1,100.0,29911.43,11811.8,18099.63,avg=7.40; max=7.40; positive_legs=1,37,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0001,F16C0Y165,EDB,TFB,1,100.0,44396.88,26308.1,18088.77,avg=10.97; max=10.97; positive_legs=1,53,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0871,F16C0Y165,IOM,BOD,1,100.0,45814.4,27995.5,17818.9,avg=11.65; max=11.65; positive_legs=1,11,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0093,F16C0Y165,TFB,BOD,1,100.0,34303.99,16490.5,17813.49,avg=6.75; max=6.75; positive_legs=1,197,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0012,F16C0Y165,TFB,CPT,1,100.0,42617.73,24927.5,17690.23,avg=9.57; max=9.57; positive_legs=1,26,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0075,F16C0Y165,TFB,KOV,1,90.24,28316.5,11121.5,17195.0,avg=0.75; max=0.75; positive_legs=1,86,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0259,F16C0Y165,QWS,MBY,1,100.0,31755.48,15033.2,16722.28,avg=7.80; max=7.80; positive_legs=1,50,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
super_AA0227,F16C0Y165,TKD,TKD,2,94.23,43944.85,27612.0,16332.85,avg=3.59; max=6.41; positive_legs=2,34,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0368,F16C0Y165,TFB,TNG,1,100.0,23875.7,7746.7,16129.0,avg=5.06; max=5.06; positive_legs=1,49,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0400,F16C0Y165,QEY,TKD,1,99.67,23838.78,7976.8,15861.98,avg=3.49; max=3.49; positive_legs=1,27,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0754,F16C0Y165,TFB,TUM,1,99.7,32910.0,17257.5,15652.5,avg=6.08; max=6.08; positive_legs=1,10,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0365,F16C0Y165,TNG,TFB,1,99.91,23634.98,8283.6,15351.38,avg=4.72; max=4.72; positive_legs=1,65,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0810,F16C0Y165,LPB,TFB,1,100.0,41600.48,26308.1,15292.38,avg=9.34; max=9.34; positive_legs=1,37,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0255,F16C0Y165,TKE,MBY,1,99.76,27303.47,12118.6,15184.87,avg=5.45; max=5.45; positive_legs=1,28,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0120,F16C0Y165,BOD,TFB,1,100.0,30303.35,15723.5,14579.85,avg=6.87; max=6.87; positive_legs=1,127,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0119,F16C0Y165,TFB,BOD,1,99.82,30599.9,16183.7,14416.2,avg=7.19; max=7.19; positive_legs=1,163,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0851,F16C0Y165,TFB,IOM,1,100.0,42616.03,28225.6,14390.42,avg=11.85; max=11.85; positive_legs=1,93,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0020,F16C0Y165,TFB,PSE,1,100.0,32496.0,18254.6,14241.4,avg=8.37; max=8.37; positive_legs=1,70,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0852,F16C0Y165,IOM,TFB,1,100.0,40655.0,26538.2,14116.8,avg=10.71; max=10.71; positive_legs=1,40,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0036,F16C0Y165,TFB,NTQ,1,100.0,29220.15,15109.9,14110.25,avg=6.52; max=6.52; positive_legs=1,20,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0320,F16C0Y165,TFB,TKD,1,99.73,23360.09,9357.4,14002.69,avg=3.58; max=3.58; positive_legs=1,34,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0135,F0C0Y76,QEY,BOD,1,100.0,22627.88,8763.33,13864.55,avg=12.37; max=12.37; positive_legs=1,33,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0043,F0C0Y76,BOD,CFU,1,100.0,16732.25,2907.83,13824.42,avg=8.60; max=8.60; positive_legs=1,21,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0875,F16C0Y165,TFB,MJI,1,100.0,42184.66,28379.0,13805.66,avg=12.19; max=12.19; positive_legs=1,37,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0101,F16C0Y165,TFB,BOD,1,98.55,30009.96,16260.4,13749.56,avg=4.92; max=4.92; positive_legs=1,191,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0324,F16C0Y165,TFB,TKD,1,100.0,22867.05,9357.4,13509.65,avg=4.27; max=4.27; positive_legs=1,42,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0605,F16C0Y165,MBT,TFB,1,99.61,25227.32,11735.1,13492.22,avg=5.08; max=5.08; positive_legs=1,49,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0081,F0C0Y76,TFB,BOD,1,100.0,21861.55,8404.83,13456.72,avg=11.14; max=11.14; positive_legs=1,20,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2172,F16C0Y165,QEY,TFB,1,98.91,17065.27,3758.3,13306.97,avg=1.68; max=1.68; positive_legs=1,168,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0660,F16C0Y165,TFB,EGX,1,100.0,30969.15,17794.4,13174.75,avg=6.91; max=6.91; positive_legs=1,59,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2246,F16C0Y165,QEY,TFB,1,100.0,17060.09,3988.4,13071.69,avg=2.44; max=2.44; positive_legs=1,154,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0854,F16C0Y165,MJI,TFB,1,100.0,38683.91,25694.5,12989.41,avg=11.55; max=11.55; positive_legs=1,52,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0018,F16C0Y165,TFB,NDP,1,99.79,38194.9,25234.3,12960.6,avg=8.15; max=8.15; positive_legs=1,30,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0676,F16C0Y165,TFB,EFO,1,100.0,24743.35,11888.5,12854.85,avg=5.42; max=5.42; positive_legs=1,51,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0373,F16C0Y165,TNG,TFB,1,100.0,21031.28,8206.9,12824.38,avg=4.73; max=4.73; positive_legs=1,82,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0103,F16C0Y165,TFB,BOD,1,95.7,28997.96,16183.7,12814.26,avg=2.15; max=2.15; positive_legs=1,138,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0890,F16C0Y165,PHH,TBO,1,100.0,37221.5,24467.3,12754.2,avg=8.78; max=8.78; positive_legs=1,10,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0611,F16C0Y165,MBT,TFB,1,100.0,24469.7,11735.1,12734.6,avg=5.24; max=5.24; positive_legs=1,69,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0453,F16C0Y165,MBY,TFB,1,100.0,24710.15,12195.3,12514.85,avg=3.94; max=3.94; positive_legs=1,69,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0892,F16C0Y165,IOM,TBO,1,99.91,38202.7,25694.5,12508.2,avg=9.14; max=9.14; positive_legs=1,10,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0860,F16C0Y165,IOM,TFB,1,98.21,38953.35,26461.5,12491.85,avg=6.12; max=6.12; positive_legs=1,11,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
super_AA0245,F16C0Y165,NFY,TFB,2,96.62,43466.83,30986.8,12480.03,avg=4.16; max=6.55; positive_legs=2,30,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0858,F16C0Y165,PHH,TFB,1,100.0,37983.64,25541.1,12442.54,avg=11.17; max=11.17; positive_legs=1,79,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0038,F16C0Y165,TFB,NTQ,1,100.0,27679.12,15263.3,12415.82,avg=5.77; max=5.77; positive_legs=1,22,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0504,F16C0Y165,TFB,TOB,1,98.88,24442.33,12118.6,12323.73,avg=2.54; max=2.54; positive_legs=1,46,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0315,F16C0Y165,TGP,TFB,1,99.39,21790.3,9510.8,12279.5,avg=3.53; max=3.53; positive_legs=1,46,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0023,F16C0Y165,PSE,TFB,1,100.0,32730.3,20478.9,12251.4,avg=8.36; max=8.36; positive_legs=1,87,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0560,F16C0Y165,QEY,MBY,1,100.0,22941.07,10814.7,12126.37,avg=4.15; max=4.15; positive_legs=1,29,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0008,F16C0Y165,TFB,FXS,1,100.0,36115.25,24007.1,12108.15,avg=8.00; max=8.00; positive_legs=1,39,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0635,F16C0Y165,QIY,TFB,1,100.0,25519.72,13422.5,12097.22,avg=6.44; max=6.44; positive_legs=1,45,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2544,F16C0Y165,QEY,TFB,1,95.06,15823.71,3758.3,12065.41,avg=0.68; max=0.68; positive_legs=1,211,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0565,F16C0Y165,MBY,QEY,1,100.0,22509.4,10584.6,11924.8,avg=5.20; max=5.20; positive_legs=1,31,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0609,F16C0Y165,MBT,TFB,1,98.67,23649.58,11888.5,11761.08,avg=4.51; max=4.51; positive_legs=1,17,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2018,F16C0Y165,QEY,TFB,1,99.85,15620.48,3911.7,11708.78,avg=1.90; max=1.90; positive_legs=1,173,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0632,F16C0Y165,TFB,QIY,1,99.79,24293.48,12655.5,11637.98,avg=5.15; max=5.15; positive_legs=1,31,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0603,F16C0Y165,MBT,TFB,1,100.0,23697.9,12118.6,11579.3,avg=5.71; max=5.71; positive_legs=1,75,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
super_AA0060,F12C12Y48,LUO,LUO,2,96.04,17003.2,5437.8,11565.4,avg=4.32; max=6.14; positive_legs=2,30,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0706,F16C0Y165,ZWS,MBY,1,90.73,24525.2,13039.0,11486.2,avg=0.29; max=0.29; positive_legs=1,12,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0672,F16C0Y165,TFB,EFO,1,100.0,23349.1,11888.5,11460.6,avg=5.87; max=5.87; positive_legs=1,68,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0742,F16C0Y165,TFB,BUM,1,100.0,33308.6,21859.5,11449.1,avg=8.09; max=8.09; positive_legs=1,22,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0619,F16C0Y165,MBT,TFB,1,99.91,23532.57,12118.6,11413.97,avg=5.09; max=5.09; positive_legs=1,48,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0006,F16C0Y165,MBY,EDB,1,100.0,33929.85,22549.8,11380.05,avg=6.81; max=6.81; positive_legs=1,49,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0125,F0C0Y76,TFB,GBJ,1,100.0,20256.32,8962.5,11293.82,avg=9.70; max=9.70; positive_legs=1,86,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0870,F16C0Y165,BOD,IOM,1,95.94,39282.22,27995.5,11286.72,avg=6.28; max=6.28; positive_legs=1,14,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0661,F16C0Y165,EGX,TFB,1,100.0,30658.98,19405.1,11253.88,avg=6.11; max=6.11; positive_legs=1,76,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2391,F16C0Y165,CPJ,TFB,1,99.48,18279.88,7056.4,11223.48,avg=3.42; max=3.42; positive_legs=1,65,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0615,F16C0Y165,MBT,TFB,1,100.0,23488.67,12272.0,11216.67,avg=5.21; max=5.21; positive_legs=1,58,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0709,F16C0Y165,MBY,ZWS,1,99.67,24397.25,13192.4,11204.85,avg=5.50; max=5.50; positive_legs=1,12,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2014,F16C0Y165,QEY,TFB,1,99.73,15014.94,3835.0,11179.94,avg=2.38; max=2.38; positive_legs=1,162,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0569,F16C0Y165,MBY,QEY,1,100.0,22180.92,11121.5,11059.42,avg=5.22; max=5.22; positive_legs=1,41,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0329,F16C0Y165,TKD,TFB,1,96.64,20168.08,9127.3,11040.77,avg=1.93; max=1.93; positive_legs=1,29,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
super_BA2474,F0C0Y76,TUT,TUT,2,99.11,19736.3,8723.5,11012.8,avg=3.60; max=4.92; positive_legs=2,26,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0313,F16C0Y165,TGP,TFB,1,99.42,20424.38,9434.1,10990.27,avg=3.20; max=3.20; positive_legs=1,68,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0250,F16C0Y165,MBY,TKE,1,95.97,21403.12,10431.2,10971.92,avg=2.70; max=2.70; positive_legs=1,22,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0533,F16C0Y165,POU,TFB,1,100.0,22976.42,12118.6,10857.82,avg=5.04; max=5.04; positive_legs=1,60,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0830,F16C0Y165,IOM,QEY,1,100.0,36511.7,25694.5,10817.2,avg=8.50; max=8.50; positive_legs=1,55,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0828,F16C0Y165,LPB,PBL,1,99.15,34201.25,23470.2,10731.05,avg=7.27; max=7.27; positive_legs=1,8,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0212,F16C0Y165,MBY,NAU,1,99.3,22307.15,11581.7,10725.45,avg=5.15; max=5.15; positive_legs=1,6,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0531,F16C0Y165,POU,TFB,1,99.64,22602.7,11888.5,10714.2,avg=4.07; max=4.07; positive_legs=1,42,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0686,F16C0Y165,QEY,PSE,1,99.85,29272.26,18561.4,10710.86,avg=6.15; max=6.15; positive_legs=1,51,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0461,F16C0Y165,MBY,TFB,1,100.0,22865.58,12195.3,10670.27,avg=4.40; max=4.40; positive_legs=1,84,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0465,F16C0Y165,MBY,TFB,1,100.0,22618.38,11965.2,10653.18,avg=4.72; max=4.72; positive_legs=1,68,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0608,F16C0Y165,TFB,MBT,1,100.0,21351.25,10738.0,10613.25,avg=5.11; max=5.11; positive_legs=1,77,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0759,F16C0Y165,NDJ,TFB,1,100.0,28634.33,18024.5,10609.83,avg=5.07; max=5.07; positive_legs=1,26,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0878,F16C0Y165,PHH,TFB,1,98.91,36136.05,25541.1,10594.95,avg=8.24; max=8.24; positive_legs=1,11,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0641,F16C0Y165,UVT,TFB,1,95.15,24628.62,14036.1,10592.52,avg=3.01; max=3.01; positive_legs=1,17,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0507,F16C0Y165,TOB,TFB,1,96.18,22772.81,12195.3,10577.51,avg=1.71; max=1.71; positive_legs=1,40,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0469,F16C0Y165,MBY,TFB,1,100.0,22641.15,12118.6,10522.55,avg=4.49; max=4.49; positive_legs=1,59,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0685,F16C0Y165,EFO,TFB,1,99.7,23615.81,13115.7,10500.11,avg=4.86; max=4.86; positive_legs=1,66,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0059,F0C0Y76,TFB,KOV,1,98.36,16234.23,5775.83,10458.39,avg=4.66; max=4.66; positive_legs=1,15,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0575,F16C0Y165,TBO,QEY,1,99.52,22018.71,11658.4,10360.31,avg=4.48; max=4.48; positive_legs=1,27,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0755,F16C0Y165,TUM,TFB,1,100.0,30141.08,19788.6,10352.48,avg=6.24; max=6.24; positive_legs=1,17,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0508,F16C0Y165,TFB,TOB,1,96.85,22421.18,12118.6,10302.58,avg=2.27; max=2.27; positive_legs=1,33,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0079,F0C0Y76,TFB,KOV,1,100.0,16235.41,5935.17,10300.24,avg=9.26; max=9.26; positive_legs=1,73,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0583,F16C0Y165,TOB,QEY,1,100.0,21266.87,10968.1,10298.77,avg=3.85; max=3.85; positive_legs=1,42,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0045,F0C0Y72,BOD,CFU,1,90.69,13150.97,2868.0,10282.97,avg=1.23; max=1.23; positive_legs=1,39,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0633,F16C0Y165,QIY,TFB,1,100.0,23556.82,13345.8,10211.02,avg=5.87; max=5.87; positive_legs=1,60,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0030,F16C0Y165,QEY,CPT,1,100.0,34740.82,24544.0,10196.82,avg=7.72; max=7.72; positive_legs=1,21,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
super_AA0312,F0C0Y76,TGP,TGP,2,100.0,18639.97,8444.67,10195.31,avg=4.10; max=4.35; positive_legs=2,33,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0836,F16C0Y165,IOM,PBL,1,99.85,33137.75,23010.0,10127.75,avg=8.15; max=8.15; positive_legs=1,10,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0812,F16C0Y165,PHH,TKD,1,95.33,33056.25,22933.3,10122.95,avg=4.51; max=4.51; positive_legs=1,9,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
super_BA2635,F0C0Y76,TFB,TGP,2,99.14,17090.23,6970.83,10119.4,avg=2.30; max=3.82; positive_legs=2,79,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
super_AA0220,F0C0Y76,TGP,TGP,2,99.74,23818.0,13702.67,10115.33,avg=5.89; max=6.45; positive_legs=2,32,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0623,F16C0Y165,MBT,QEY,1,99.24,20557.7,10507.9,10049.8,avg=3.71; max=3.71; positive_legs=1,42,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0679,F16C0Y165,EFO,TFB,1,100.0,23070.05,13039.0,10031.05,avg=5.20; max=5.20; positive_legs=1,63,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0645,F16C0Y165,QIY,TFB,1,99.24,23819.0,13806.0,10013.0,avg=3.92; max=3.92; positive_legs=1,63,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0693,F16C0Y165,HFH,TFB,1,91.58,14686.33,4755.4,9930.93,avg=0.14; max=0.14; positive_legs=1,116,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2296,F16C0Y165,FVH,TFB,1,93.39,14948.65,5062.2,9886.45,avg=0.15; max=0.15; positive_legs=1,83,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0668,F16C0Y165,TFB,BVT,1,100.0,27513.85,17794.4,9719.45,avg=5.05; max=5.05; positive_legs=1,17,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0182,F0C0Y76,GBJ,BOD,1,99.28,12144.64,2429.83,9714.81,avg=4.15; max=4.15; positive_legs=1,33,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0457,F16C0Y165,MBY,TFB,1,100.0,21745.95,12041.9,9704.05,avg=5.03; max=5.03; positive_legs=1,59,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0092,F16C0Y165,BOD,TFB,1,66.09,25017.99,15340.0,9677.99,avg=0.00; max=0.00; positive_legs=0,72,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
AA0671,F16C0Y165,BVT,TFB,1,99.64,29574.7,19942.0,9632.7,avg=6.65; max=6.65; positive_legs=1,21,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0502,F16C0Y165,TFB,TOB,1,93.39,21745.78,12118.6,9627.18,avg=0.89; max=0.89; positive_legs=1,20,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
